,ask_p_0,ask_p_1,ask_p_2,ask_p_3,ask_p_4,ask_p_5,ask_p_6,ask_p_7,ask_p_8,ask_p_9,ask_vol_0,ask_vol_1,ask_vol_2,ask_vol_3,ask_vol_4,ask_vol_5,ask_vol_6,ask_vol_7,ask_vol_8,ask_vol_9,bid_p_0,bid_p_1,bid_p_2,bid_p_3,bid_p_4,bid_p_5,bid_p_6,bid_p_7,bid_p_8,bid_p_9,bid_vol_0,bid_vol_1,bid_vol_2,bid_vol_3,bid_vol_4,bid_vol_5,bid_vol_6,bid_vol_7,bid_vol_8,bid_vol_9
16,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1581223.0,330861.0,464392.0,189524.0,97023.0,265383.0,136905.0,217187.0,911179.0,372753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1377275.0,301737.0,300694.0,868114.0,192483.0,490961.0,120226.0,172156.0,189184.0,173572.0
17,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1581557.0,330858.0,464394.0,231525.0,97025.0,265383.0,136905.0,216187.0,927179.0,372753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1377272.0,301737.0,303194.0,868114.0,192483.0,502627.0,120226.0,160490.0,189184.0,185238.0
18,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1331867.0,78865.0,464396.0,231527.0,97027.0,253717.0,148571.0,546187.0,929399.0,372753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1127272.0,51737.0,303194.0,865614.0,192483.0,502627.0,120226.0,160490.0,189184.0,185238.0
19,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1252711.0,78867.0,464398.0,233529.0,99329.0,253717.0,148571.0,546187.0,928799.0,372753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1161922.0,66737.0,298194.0,712281.0,201316.0,490961.0,127692.0,137158.0,212516.0,811222.0
20,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1373586.0,78867.0,464398.0,233529.0,99329.0,253717.0,171903.0,540354.0,911300.0,372753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1161922.0,66737.0,289028.0,723947.0,198816.0,479295.0,127692.0,148824.0,189184.0,822888.0
21,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1370826.0,78985.0,464400.0,232531.0,109197.0,595383.0,137005.0,222020.0,892500.0,384419.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1112540.0,66737.0,288660.0,723947.0,198816.0,479295.0,127692.0,148844.0,189184.0,822888.0
22,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1371583.0,78958.0,464402.0,232533.0,109199.0,589483.0,137005.0,222020.0,904166.0,379753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1112557.0,66737.0,286415.0,723947.0,201180.0,479295.0,127692.0,148844.0,189048.0,822888.0
23,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1365061.0,79060.0,464404.0,232535.0,109201.0,601149.0,137005.0,210354.0,904166.0,379753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1113913.0,66737.0,285056.0,724097.0,201180.0,476295.0,127692.0,148844.0,189048.0,822888.0
24,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1315061.0,79060.0,464404.0,191536.0,96935.0,577817.0,125339.0,233686.0,915232.0,378753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1113913.0,66737.0,285056.0,724097.0,206880.0,476295.0,127692.0,148844.0,189048.0,825388.0
25,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1247117.0,79080.0,464408.0,191540.0,438605.0,259483.0,137005.0,222020.0,874300.0,390419.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1268326.0,66729.0,287556.0,724097.0,204380.0,476295.0,127692.0,160510.0,177382.0,825388.0
26,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1024946.0,79185.0,464410.0,191542.0,409341.0,247817.0,148671.0,216187.0,874300.0,390419.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1273476.0,111729.0,288295.0,724097.0,221980.0,476295.0,127692.0,160510.0,377382.0,187138.0
27,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1121648.0,79085.0,464410.0,191542.0,409341.0,247817.0,148671.0,216187.0,891799.0,378753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1276264.0,111729.0,288295.0,724097.0,219480.0,476295.0,127692.0,160510.0,377382.0,822888.0
28,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1111743.0,94217.0,456912.0,190514.0,103843.0,248817.0,148671.0,216187.0,891799.0,708753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1310589.0,111729.0,288295.0,724097.0,201880.0,476295.0,127917.0,160510.0,384882.0,822888.0
29,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1128745.0,94219.0,456914.0,190516.0,103845.0,283815.0,148671.0,198688.0,888966.0,706753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1310602.0,111729.0,285552.0,724097.0,201880.0,476295.0,127967.0,160510.0,384882.0,184638.0
30,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1128796.0,94169.0,457084.0,190517.0,115512.0,272149.0,148671.0,198688.0,888966.0,706753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1362407.0,111729.0,280247.0,718947.0,201880.0,474295.0,132967.0,160510.0,1023182.0,184638.0
31,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1007096.0,148269.0,457084.0,190667.0,127178.0,260483.0,154504.0,192855.0,888966.0,700753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1463415.0,111729.0,234497.0,718947.0,201880.0,374295.0,132967.0,160510.0,1023182.0,184638.0
32,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1355257.0,190706.0,457070.0,192672.0,440183.0,260483.0,154504.0,192855.0,888966.0,370753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1472271.0,111729.0,489366.0,718947.0,218280.0,386461.0,132967.0,160510.0,1039734.0,184638.0
33,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1358257.0,190706.0,457070.0,192672.0,440183.0,260483.0,154504.0,192855.0,888966.0,370753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1472290.0,111729.0,489366.0,718947.0,218280.0,388961.0,144633.0,148844.0,1039734.0,184638.0
34,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1315259.0,190708.0,457072.0,192674.0,440185.0,260483.0,154504.0,192855.0,888966.0,370753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1472290.0,111729.0,488366.0,718947.0,219280.0,388961.0,144633.0,148844.0,1039734.0,184638.0
35,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1308737.0,191227.0,457112.0,192676.0,440187.0,260483.0,154504.0,862855.0,218966.0,370753.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1446430.0,111729.0,487123.0,718947.0,174836.0,374795.0,377411.0,160510.0,1039734.0,184638.0
36,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1284090.0,191229.0,457152.0,192678.0,125948.0,260483.0,154504.0,1192385.0,218966.0,371253.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1481814.0,111774.0,487142.0,718966.0,158900.0,351325.0,377411.0,148844.0,1022834.0,184729.0
37,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1289177.0,191285.0,457155.0,192531.0,125951.0,260483.0,142838.0,1192385.0,218966.0,371253.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1481814.0,111790.0,511126.0,718966.0,128900.0,346217.0,377411.0,160510.0,1022834.0,185657.0
38,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1100646.0,191287.0,457157.0,192533.0,102662.0,907151.0,125339.0,522355.0,218966.0,416917.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1734798.0,123411.0,522026.0,713133.0,134769.0,360383.0,377411.0,160510.0,1024110.0,185566.0
39,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1079159.0,191289.0,457159.0,192535.0,102664.0,237217.0,125339.0,192434.0,246432.0,752750.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1752055.0,123411.0,522026.0,713133.0,134769.0,360383.0,377411.0,160510.0,1035776.0,204251.0
40,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1082788.0,191290.0,457160.0,192536.0,95165.0,237217.0,125339.0,223266.0,246432.0,719418.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1739619.0,123368.0,522462.0,713133.0,134769.0,367383.0,377411.0,160510.0,1028276.0,204251.0
41,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1074730.0,193322.0,457132.0,190508.0,79337.0,248883.0,148671.0,223266.0,224799.0,700253.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1754679.0,111425.0,498172.0,456174.0,161635.0,367383.0,377411.0,148844.0,1029076.0,223785.0
42,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1080848.0,193598.0,457144.0,190510.0,89298.0,256383.0,148701.0,215766.0,224799.0,700253.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1854574.0,111513.0,498156.0,456174.0,161599.0,359883.0,377411.0,156344.0,1027654.0,223876.0
43,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1114738.0,193654.0,457145.0,185572.0,104499.0,249570.0,148671.0,215766.0,239999.0,360253.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1846875.0,111745.0,496756.0,456210.0,148499.0,359883.0,374291.0,156344.0,386034.0,862035.0
44,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,1114740.0,193656.0,455997.0,190704.0,104501.0,256383.0,148671.0,216766.0,239999.0,370253.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1846935.0,111745.0,533846.0,456210.0,141375.0,359883.0,389277.0,144678.0,399971.0,862491.0
45,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,107623.0,198684.0,456481.0,190706.0,89653.0,256383.0,142280.0,268766.0,221799.0,373253.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1981273.0,120217.0,528013.0,447377.0,163575.0,359883.0,424611.0,168010.0,396791.0,886623.0
46,6387.5,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,138029.0,194683.0,456375.0,190603.0,89512.0,244717.0,142310.0,245434.0,204300.0,384919.0,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,6382.5,1997568.0,114429.0,539679.0,453174.0,202575.0,359883.0,403439.0,168810.0,382447.0,799382.0
47,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,197500.0,456407.0,190571.0,89091.0,244717.0,118978.0,245434.0,203879.0,384919.0,759451.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,9906379.0,1741778.0,113929.0,301345.0,453174.0,405797.0,357383.0,403009.0,221144.0,361638.0
48,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,213160.0,456377.0,193611.0,88893.0,237513.0,118978.0,245434.0,203879.0,372371.0,766951.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,1728499.0,904144.0,112962.0,308845.0,464289.0,400574.0,284183.0,428981.0,201153.0,357644.0
49,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,212064.0,456297.0,243409.0,88504.0,242483.0,118978.0,193434.0,203879.0,384919.0,778617.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,1909168.0,887546.0,124136.0,256625.0,478523.0,375207.0,303083.0,399838.0,192828.0,345972.0
50,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,331705.0,456080.0,243128.0,88535.0,242441.0,118978.0,193434.0,215545.0,396085.0,755305.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,1895046.0,873924.0,124136.0,256675.0,489789.0,377207.0,303083.0,397338.0,192428.0,334306.0
51,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,340344.0,706099.0,242981.0,88538.0,242544.0,119008.0,193434.0,234711.0,396085.0,765304.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,1879905.0,750579.0,121976.0,249175.0,475723.0,385707.0,292183.0,386804.0,167828.0,334306.0
52,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,340874.0,706100.0,247982.0,147860.0,242545.0,119008.0,193434.0,234711.0,407751.0,753638.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,1832071.0,757063.0,121976.0,249175.0,475723.0,385707.0,292183.0,395050.0,175228.0,334306.0
53,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,336756.0,742102.0,247984.0,143391.0,242547.0,119008.0,198434.0,208379.0,409567.0,765454.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,1889955.0,737563.0,110310.0,207509.0,475123.0,385707.0,292183.0,389568.0,178894.0,352372.0
54,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,414867.0,742128.0,247961.0,143393.0,242549.0,126508.0,198434.0,200879.0,407901.0,747955.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,1755823.0,737570.0,104410.0,207309.0,475323.0,382733.0,303049.0,389042.0,210626.0,346682.0
55,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,405658.0,742130.0,247963.0,143101.0,242551.0,126508.0,198434.0,212545.0,383235.0,759621.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,1749769.0,737553.0,104410.0,207309.0,478423.0,332733.0,291383.0,408388.0,207126.0,328615.0
56,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,385125.0,742223.0,248000.0,91397.0,252602.0,126508.0,198434.0,276211.0,406569.0,771287.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,1861268.0,720529.0,104410.0,184743.0,491189.0,352024.0,343383.0,413238.0,196560.0,341357.0
57,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,415037.0,742275.0,248052.0,91399.0,252604.0,126508.0,198434.0,264545.0,407069.0,771287.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,1860783.0,720029.0,104820.0,208075.0,479543.0,352024.0,343383.0,413738.0,184894.0,326057.0
58,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,415169.0,742204.0,247981.0,91403.0,252608.0,126508.0,198434.0,252879.0,421235.0,759621.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,1915355.0,719979.0,122319.0,187872.0,503917.0,341158.0,355717.0,437696.0,175728.0,345957.0
59,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,488142.0,742204.0,255481.0,95874.0,252608.0,119008.0,198434.0,212545.0,409419.0,762621.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,2157855.0,716016.0,122403.0,187872.0,492251.0,340358.0,300183.0,414196.0,175728.0,329957.0
60,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,627690.0,706206.0,305483.0,95876.0,262110.0,155158.0,198434.0,224211.0,409419.0,762971.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,2175913.0,716016.0,110737.0,199538.0,468919.0,352024.0,311849.0,402530.0,182594.0,334157.0
61,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,637470.0,706208.0,305485.0,95878.0,262112.0,155158.0,210250.0,212545.0,432751.0,757138.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,2155324.0,716266.0,110737.0,182039.0,480585.0,340358.0,306715.0,386530.0,194260.0,357223.0
62,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,639872.0,706210.0,305487.0,95880.0,303113.0,155158.0,198584.0,224211.0,432751.0,757138.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,2158687.0,727432.0,99071.0,182039.0,480785.0,328692.0,295049.0,409862.0,182794.0,370089.0
63,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,639824.0,706220.0,305489.0,95882.0,303115.0,155158.0,198584.0,224211.0,432751.0,757138.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,2165494.0,727432.0,99071.0,184282.0,480785.0,328692.0,295049.0,409862.0,182794.0,365289.0
64,6388.0,6388.5,6389.0,6389.5,6390.0,6390.5,6391.0,6391.5,6392.0,6392.5,599826.0,706222.0,305491.0,95884.0,339117.0,119058.0,198584.0,224211.0,432751.0,757138.0,6387.5,6387.0,6386.5,6386.0,6385.5,6385.0,6384.5,6384.0,6383.5,6383.0,2275513.0,619432.0,99071.0,184282.0,461519.0,340358.0,295049.0,409530.0,175194.0,365289.0
